radical_smiles,resonance_radical_smiles,has_H,has_C,has_N,has_O,Mw (g/mol),num_rings,num_heavy_atoms,num_rotatable_bonds,radical_atom_type
O=[C]OCOO,O=[C]OCOO,True,True,False,True,91.003133576,0,6,4,C
[CH2]OC(CCOO)OO,[CH2]OC(CCOO)OO,True,True,False,True,137.044998388,0,9,8,C
CC(C)C(CO)O[O],CC(C)C(CO)O[O],True,True,False,True,119.070819212,0,8,6,O
O[C]1OCC1O,O[C]1OCC1O,True,True,False,True,89.02386902,1,6,2,C
O[C]1COC1O,O[C]1COC1O,True,True,False,True,89.02386902,1,6,2,C
C[C](C)C(C)(C)OOCC(C)=O,C[C](C)C(C)(C)OOCC(C)=O,True,True,False,True,173.117769404,0,12,10,C
COOC([O])=O,COOC([O])=O,True,True,False,True,91.003133576,0,6,2,O
O=C1C[CH]COOCO1,O=C1C[CH]COOCO1,True,True,False,True,131.034433704,1,9,0,C
CC(C)(CO)O[O],CC(C)(CO)O[O],True,True,False,True,105.055169148,0,7,5,O
[O]C(=O)OO,[O]C(=O)OO,True,True,False,True,76.987483512,0,5,1,O
C[C]1OCOOC1(C)C=O,C[C]1OCOOC1(C)C=O,True,True,False,True,145.050083768,1,10,3,C
[CH2]CCOC(C)=O,[CH2]CCOC(C)=O,True,True,False,True,101.060254528,0,7,4,C
CC1(O[O])COOCC1(C)OO,CC1(O[O])COOCC1(C)OO,True,True,False,True,179.055563072,1,12,5,O
O=[C]C(O)COO,O=[C]C(O)COO,True,True,False,True,105.01878364000001,0,7,5,C
[O]OC1(C(=O)O)CC1,[O]OC1(C(=O)O)CC1,True,True,False,True,117.01878364,1,8,2,O
O=[C]C(O)C=O,O=[C]C(O)C=O,True,True,False,True,87.00821895600001,0,6,3,C
C[C](O)CO,C[C](O)CO,True,True,False,True,75.044604464,0,5,4,C
CC1(OO)COOC1(C)CO[O],CC1(OO)COOC1(C)CO[O],True,True,False,True,179.055563072,1,12,6,O
C[C](O)C=O,C[C](O)C=O,True,True,False,True,73.0289544,0,5,3,C
C[C](O)C=O,CC(O)=C[O],True,True,False,True,73.0289544,0,5,2,O
C[CH]C(C)(C)C(CO)OO,C[CH]C(C)(C)C(CO)OO,True,True,False,True,147.10211934,0,10,9,C
C[CH]OC(C)=O,C[CH]OC(C)=O,True,True,False,True,87.044604464,0,6,3,C
CC(=O)[CH]O,CC(=O)[CH]O,True,True,False,True,73.0289544,0,5,3,C
CC(=O)[CH]O,CC([O])=CO,True,True,False,True,73.0289544,0,5,2,O
CC([O])C(=O)COO,CC([O])C(=O)COO,True,True,False,True,119.03443370400001,0,8,5,O
[CH2]C1(C)CC(OO)C(=O)OO1,[CH2]C1(C)CC(OO)C(=O)OO1,True,True,False,True,161.044998388,1,11,4,C
OC1O[CH]O1,OC1O[CH]O1,True,True,False,True,75.008218956,1,5,1,C
C[C](O)O,C[C](O)O,True,True,False,True,61.0289544,0,4,3,C
CC1CCC(C)([O])O1,CC1CCC(C)([O])O1,True,True,False,True,115.075904592,1,8,2,O
[CH2]CC(CO)CO,[CH2]CC(CO)CO,True,True,False,True,103.075904592,0,7,6,C
CC(O)C(C)O[O],CC(O)C(C)O[O],True,True,False,True,105.055169148,0,7,5,O
[O]C1CC(=O)O1,[O]C1CC(=O)O1,True,True,False,True,87.00821895600001,1,6,0,O
C=CC(O[O])C(=O)OC,C=CC(O[O])C(=O)OC,True,True,False,True,131.034433704,0,9,4,O
[CH2]C(=O)OCC,[CH2]C(=O)OCC,True,True,False,True,87.044604464,0,6,3,C
[CH2]C(=O)OCC,C=C([O])OCC,True,True,False,True,87.044604464,0,6,3,O
CC(O)[CH]O,CC(O)[CH]O,True,True,False,True,75.044604464,0,5,4,C
CC1(C)OOCC1(COO)O[O],CC1(C)OOCC1(COO)O[O],True,True,False,True,179.055563072,1,12,6,O
CC(=O)CC1(O[O])COOC1,CC(=O)CC1(O[O])COOC1,True,True,False,True,161.044998388,1,11,4,O
[O]OCC(=O)OO,[O]OCC(=O)OO,True,True,False,True,106.998048196,0,7,3,O
CC(C)(O[O])C(C)(C)OO,CC(C)(O[O])C(C)(C)OO,True,True,False,True,149.081383896,0,10,8,O
[O]C1(CO)CO1,[O]C1(CO)CO1,True,True,False,True,89.02386902,1,6,2,O
[CH2]OC(=O)C=O,[CH2]OC(=O)C=O,True,True,False,True,87.00821895600001,0,6,2,C
[O]CC(=O)OO,[O]CC(=O)OO,True,True,False,True,91.00313357600001,0,6,2,O
COOC(C)(C)C(C)(C)O[O],COOC(C)(C)C(C)(C)O[O],True,True,False,True,163.09703396,0,11,9,O
CC(C)([O])C(=O)C=O,CC(C)([O])C(=O)C=O,True,True,False,True,115.039519084,0,8,4,O
CC(OO)C(=O)CO[O],CC(OO)C(=O)CO[O],True,True,False,True,135.029348324,0,9,6,O
CC(OO)C(=O)C[O],CC(OO)C(=O)C[O],True,True,False,True,119.03443370400001,0,8,5,O
C=CC(OO)[C](O)C=O,C=CC(OO)[C](O)C=O,True,True,False,True,131.034433704,0,9,6,C
C=CC(OO)[C](O)C=O,C=CC(OO)C(O)=C[O],True,True,False,True,131.034433704,0,9,5,O
CC(C)CO[C]=O,CC(C)CO[C]=O,True,True,False,True,101.060254528,0,7,5,C
CC1([O])CCCCO1,CC1([O])CCCCO1,True,True,False,True,115.075904592,1,8,1,O
[CH2]C(O)C(=O)C=O,[CH2]C(O)C(=O)C=O,True,True,False,True,101.02386902,0,7,4,C
C[C](C)C(O)=CO,C[C](C)C(O)=CO,True,True,False,True,101.060254528,0,7,5,C
C[C](C)C(O)=CO,CC(C)=C(O)[CH]O,True,True,False,True,101.060254528,0,7,5,C
C=CCOC(=O)CO[O],C=CCOC(=O)CO[O],True,True,False,True,131.034433704,0,9,4,O
CC(C)(OO)C1(O[O])COOC1,CC(C)(OO)C1(O[O])COOC1,True,True,False,True,179.055563072,1,12,6,O
[O]OC(C=O)CCOO,[O]OC(C=O)CCOO,True,True,False,True,135.029348324,0,9,6,O
[O]CCC(=O)COO,[O]CCC(=O)COO,True,True,False,True,119.03443370400001,0,8,5,O
O=[C]CC(CC=O)OO,O=[C]CC(CC=O)OO,True,True,False,True,131.034433704,0,9,6,C
CCC(O)O[O],CCC(O)O[O],True,True,False,True,91.039519084,0,6,4,O
CC(=O)C(=O)CO[O],CC(=O)C(=O)CO[O],True,True,False,True,117.01878364000001,0,8,4,O
CC(C=O)=C(C)OCO[O],CC(C=O)=C(C)OCO[O],True,True,False,True,145.050083768,0,10,6,O
[CH2]CC(=O)O,[CH2]CC(=O)O,True,True,False,True,73.0289544,0,5,2,C
[CH2]C1(COO)CCC(=O)OO1,[CH2]C1(COO)CCC(=O)OO1,True,True,False,True,161.044998388,1,11,4,C
CC1COC(C)([O])C1,CC1COC(C)([O])C1,True,True,False,True,115.075904592,1,8,2,O
O[C]1OCO1,O[C]1OCO1,True,True,False,True,75.008218956,1,5,1,C
C[C](C=O)C(C)=CO,C[C](C=O)C(C)=CO,True,True,False,True,113.060254528,0,8,5,C
C[C](C=O)C(C)=CO,CC(=C[O])C(C)=CO,True,True,False,True,113.060254528,0,8,4,O
C[C](C=O)C(C)=CO,CC([CH]O)=C(C)C=O,True,True,False,True,113.060254528,0,8,5,C
[O]OCC(=O)C1(OO)CO1,[O]OCC(=O)C1(OO)CO1,True,True,False,True,149.00861288,1,10,5,O
CC[C](C=O)CO,CC[C](C=O)CO,True,True,False,True,101.060254528,0,7,5,C
CC[C](C=O)CO,CCC(=C[O])CO,True,True,False,True,101.060254528,0,7,4,O
CCC(OO)OCO[O],CCC(OO)OCO[O],True,True,False,True,137.044998388,0,9,7,O
O[CH]CCO,O[CH]CCO,True,True,False,True,75.044604464,0,5,4,C
O[CH]C1OCO1,O[CH]C1OCO1,True,True,False,True,89.02386902,1,6,2,C
[CH2]C1CC(=O)OC1C,[CH2]C1CC(=O)OC1C,True,True,False,True,113.060254528,1,8,2,C
C=CC([O])C(=O)OC,C=CC([O])C(=O)OC,True,True,False,True,115.039519084,0,8,3,O
CCCCO[C]=O,CCCCO[C]=O,True,True,False,True,101.060254528,0,7,5,C
[CH]=CC(O)C(=O)OC,[CH]=CC(O)C(=O)OC,True,True,False,True,115.039519084,0,8,4,C
OC[C]1OC1O,OC[C]1OC1O,True,True,False,True,89.02386902,1,6,3,C
CCC(C[O])CO,CCC(C[O])CO,True,True,False,True,103.075904592,0,7,5,O
C=C[C](C)OC(C)=O,C=C[C](C)OC(C)=O,True,True,False,True,113.060254528,0,8,4,C
C=C[C](C)OC(C)=O,[CH2]C=C(C)OC(C)=O,True,True,False,True,113.060254528,0,8,4,C
C=C(C(=O)O[O])C(C)(C)OO,C=C(C(=O)O[O])C(C)(C)OO,True,True,False,True,161.044998388,0,11,6,O
CC(CO)=C(CO[O])COO,CC(CO)=C(CO[O])COO,True,True,False,True,163.060648452,0,11,8,O
[CH2]C(C)=COC(C)=O,[CH2]C(C)=COC(C)=O,True,True,False,True,113.060254528,0,8,4,C
[CH2]C(C)=COC(C)=O,C=C(C)[CH]OC(C)=O,True,True,False,True,113.060254528,0,8,4,C
CCC(CO)O[O],CCC(CO)O[O],True,True,False,True,105.055169148,0,7,5,O
[O]C1COC1O,[O]C1COC1O,True,True,False,True,89.02386902,1,6,1,O
[CH2]C(O)=C(C)O,[CH2]C(O)=C(C)O,True,True,False,True,87.044604464,0,6,4,C
[CH2]C(O)=C(C)O,C=C(O)[C](C)O,True,True,False,True,87.044604464,0,6,4,C
[CH2]C(=O)O,[CH2]C(=O)O,True,True,False,True,59.013304336000004,0,4,1,C
[CH2]C(=O)O,C=C([O])O,True,True,False,True,59.013304336000004,0,4,1,O
C=C(CO[O])OCC(C)=O,C=C(CO[O])OCC(C)=O,True,True,False,True,145.050083768,0,10,6,O
CC(=O)C(=O)C[O],CC(=O)C(=O)C[O],True,True,False,True,101.02386902,0,7,3,O
CC1(O[O])COOC1=O,CC1(O[O])COOC1=O,True,True,False,True,133.01369826,1,9,2,O
[O]C12OC1O2,[O]C12OC1O2,True,True,False,True,72.992568892,2,5,0,O
[CH2]COC(C)=O,[CH2]COC(C)=O,True,True,False,True,87.044604464,0,6,3,C
C[CH]C(=O)CO,C[CH]C(=O)CO,True,True,False,True,87.044604464,0,6,4,C
C[CH]C(=O)CO,CC=C([O])CO,True,True,False,True,87.044604464,0,6,3,O
C[CH]C=COC(C)=O,C[CH]C=COC(C)=O,True,True,False,True,113.060254528,0,8,4,C
C[CH]C=COC(C)=O,CC=C[CH]OC(C)=O,True,True,False,True,113.060254528,0,8,4,C
C=C(COOC(C)(C)[C](C)C)C(C)(C)OO,C=C(COOC(C)(C)[C](C)C)C(C)(C)OO,True,True,False,True,231.159634216,0,16,14,C
CO[C](C)O,CO[C](C)O,True,True,False,True,75.044604464,0,5,4,C
C[C]1CCC(=O)OC1,C[C]1CCC(=O)OC1,True,True,False,True,113.060254528,1,8,1,C
OCC1(O)[CH]O1,OCC1(O)[CH]O1,True,True,False,True,89.02386902,1,6,3,C
CC(=O)[CH]CC(C)=O,CC(=O)[CH]CC(C)=O,True,True,False,True,113.060254528,0,8,5,C
CC(=O)[CH]CC(C)=O,CC(=O)CC=C(C)[O],True,True,False,True,113.060254528,0,8,4,O
C[C]1C(=O)OC=C1C,C[C]1C(=O)OC=C1C,True,True,False,True,111.044604464,1,8,2,C
C[C]1C(=O)OC=C1C,CC1=COC([O])=C1C,True,True,False,True,111.044604464,1,8,2,O
C[C]1C(=O)OC=C1C,CC1=C(C)C(=O)O[CH]1,True,True,False,True,111.044604464,1,8,2,C
OC[C]1OCO1,OC[C]1OCO1,True,True,False,True,89.02386902,1,6,2,C
OCC1O[CH]O1,OCC1O[CH]O1,True,True,False,True,89.02386902,1,6,2,C
[CH2]OC(C)O,[CH2]OC(C)O,True,True,False,True,75.044604464,0,5,4,C
[O]CCC(C=O)OO,[O]CCC(C=O)OO,True,True,False,True,119.03443370400001,0,8,5,O
C=C(C)[C]1COOC(C)(C)C(C)(C)OC1,C=C(C)[C]1COOC(C)(C)C(C)(C)OC1,True,True,False,True,213.149069532,1,15,6,C
C=C(C)[C]1COOC(C)(C)C(C)(C)OC1,[CH2]C(C)=C1COOC(C)(C)C(C)(C)OC1,True,True,False,True,213.149069532,1,15,6,C
C=C(O)C(=O)O[O],C=C(O)C(=O)O[O],True,True,False,True,103.00313357600001,0,7,2,O
CC1OC1OC[O],CC1OC1OC[O],True,True,False,True,103.039519084,1,7,3,O
[CH2]C1(CO)OOCC1=O,[CH2]C1(CO)OOCC1=O,True,True,False,True,131.034433704,1,9,3,C
C[CH]C1COC(=O)C1,C[CH]C1COC(=O)C1,True,True,False,True,113.060254528,1,8,2,C
O=[C]OC=CO,O=[C]OC=CO,True,True,False,True,87.00821895600001,0,6,3,C
[CH2]C1(C)COC(=O)C1,[CH2]C1(C)COC(=O)C1,True,True,False,True,113.060254528,1,8,2,C
CC(=O)C(C)(C)O[O],CC(=O)C(C)(C)O[O],True,True,False,True,117.055169148,0,8,5,O
[O]OC(=O)COO,[O]OC(=O)COO,True,True,False,True,106.998048196,0,7,3,O
[O]OC1C=C(O)C(=O)C1,[O]OC1C=C(O)C(=O)C1,True,True,False,True,129.01878364,1,9,2,O
CC(C)([CH]CO)OO,CC(C)([CH]CO)OO,True,True,False,True,119.070819212,0,8,7,C
CC(C=O)(C=O)O[O],CC(C=O)(C=O)O[O],True,True,False,True,117.01878364000001,0,8,4,O
C=C(COO)C(C)(C)OOC(C)(C)[C](C)C,C=C(COO)C(C)(C)OOC(C)(C)[C](C)C,True,True,False,True,231.159634216,0,16,14,C
O=C1COOC[CH]CO1,O=C1COOC[CH]CO1,True,True,False,True,131.034433704,1,9,0,C
C=CC=C(O)C(O)O[O],C=CC=C(O)C(O)O[O],True,True,False,True,131.034433704,0,9,5,O
O[C]1OC1O,O[C]1OC1O,True,True,False,True,75.008218956,1,5,2,C
C[CH]OCO,C[CH]OCO,True,True,False,True,75.044604464,0,5,4,C
CC1[CH]COC(=O)C1,CC1[CH]COC(=O)C1,True,True,False,True,113.060254528,1,8,1,C
[O]C(C=O)CC=O,[O]C(C=O)CC=O,True,True,False,True,101.02386902,0,7,3,O
CC(O)O[O],CC(O)O[O],True,True,False,True,77.02386902,0,5,3,O
[CH2]C(O)CO,[CH2]C(O)CO,True,True,False,True,75.044604464,0,5,4,C
C=C(OCO[O])C(C)=O,C=C(OCO[O])C(C)=O,True,True,False,True,131.034433704,0,9,5,O
[O]OC(=O)OO,[O]OC(=O)OO,True,True,False,True,92.982398132,0,6,1,O
C[C](C)C(CO)OO,C[C](C)C(CO)OO,True,True,False,True,119.070819212,0,8,7,C
C=C[CH]COC(C)=O,C=C[CH]COC(C)=O,True,True,False,True,113.060254528,0,8,4,C
C=C[CH]COC(C)=O,[CH2]C=CCOC(C)=O,True,True,False,True,113.060254528,0,8,4,C
CCO[CH]O,CCO[CH]O,True,True,False,True,75.044604464,0,5,4,C
C=CC(=O)C(O)O[O],C=CC(=O)C(O)O[O],True,True,False,True,117.01878364000001,0,8,4,O
CC1[CH]C(=O)OC1,CC1[CH]C(=O)OC1,True,True,False,True,99.044604464,1,7,1,C
CC1[CH]C(=O)OC1,CC1C=C([O])OC1,True,True,False,True,99.044604464,1,7,1,O
[CH2]C(=CO)C(=O)CC,[CH2]C(=CO)C(=O)CC,True,True,False,True,113.060254528,0,8,5,C
[CH2]C(=CO)C(=O)CC,C=C([CH]O)C(=O)CC,True,True,False,True,113.060254528,0,8,5,C
C=C[CH]C(=O)O,C=C[CH]C(=O)O,True,True,False,True,85.0289544,0,6,2,C
C=C[CH]C(=O)O,[CH2]C=CC(=O)O,True,True,False,True,85.0289544,0,6,2,C
C=C[CH]C(=O)O,C=CC=C([O])O,True,True,False,True,85.0289544,0,6,2,O
C=C1COC(C)(C)C(C)(C)OOC[C]1C,C=C1COC(C)(C)C(C)(C)OOC[C]1C,True,True,False,True,213.149069532,1,15,5,C
C=C1COC(C)(C)C(C)(C)OOC[C]1C,[CH2]C1=C(C)COOC(C)(C)C(C)(C)OC1,True,True,False,True,213.149069532,1,15,6,C
OCC1O[C]1O,OCC1O[C]1O,True,True,False,True,89.02386902,1,6,3,C
CCCO[C]=O,CCCO[C]=O,True,True,False,True,87.044604464,0,6,4,C
C=C(O)C(=O)CO[O],C=C(O)C(=O)CO[O],True,True,False,True,117.01878364000001,0,8,4,O
[CH2]C(=C)COC(C)=O,[CH2]C(=C)COC(C)=O,True,True,False,True,113.060254528,0,8,4,C
[O]OC1COOCO1,[O]OC1COOCO1,True,True,False,True,121.01369826,1,8,1,O
[CH2]C(=O)OC,[CH2]C(=O)OC,True,True,False,True,73.0289544,0,5,2,C
[CH2]C(=O)OC,C=C([O])OC,True,True,False,True,73.0289544,0,5,2,O
COC(CCO[O])OO,COC(CCO[O])OO,True,True,False,True,137.044998388,0,9,7,O
[CH2]C(=O)CCC(C)=O,[CH2]C(=O)CCC(C)=O,True,True,False,True,113.060254528,0,8,5,C
[CH2]C(=O)CCC(C)=O,C=C([O])CCC(C)=O,True,True,False,True,113.060254528,0,8,4,O
[CH2]OC(C)=O,[CH2]OC(C)=O,True,True,False,True,73.0289544,0,5,2,C
CC(=O)C(C)(C)[O],CC(=O)C(C)(C)[O],True,True,False,True,101.060254528,0,7,4,O
CC(C=O)(O[O])C1(C)CO1,CC(C=O)(O[O])C1(C)CO1,True,True,False,True,145.050083768,1,10,5,O
C[CH]C(O)=CO,C[CH]C(O)=CO,True,True,False,True,87.044604464,0,6,4,C
C[CH]C(O)=CO,CC=C(O)[CH]O,True,True,False,True,87.044604464,0,6,4,C
CO[CH]CCO,CO[CH]CCO,True,True,False,True,89.060254528,0,6,5,C
O=C1C=CC(OO)[C]1O,O=C1C=CC(OO)[C]1O,True,True,False,True,129.01878364,1,9,3,C
O=C1C=CC(OO)[C]1O,[O]C1=C(O)C(OO)C=C1,True,True,False,True,129.01878364,1,9,3,O
CC(CO)O[O],CC(CO)O[O],True,True,False,True,91.039519084,0,6,4,O
CC(=O)OC1[CH]O1,CC(=O)OC1[CH]O1,True,True,False,True,101.02386902,1,7,2,C
CC(O)CO[O],CC(O)CO[O],True,True,False,True,91.039519084,0,6,4,O
[O]CC1(O)CO1,[O]CC1(O)CO1,True,True,False,True,89.02386902,1,6,2,O
CC(C)([CH]O)OO,CC(C)([CH]O)OO,True,True,False,True,105.055169148,0,7,6,C
CC([O])O,CC([O])O,True,True,False,True,61.0289544,0,4,2,O
CCC([O])=O,CCC([O])=O,True,True,False,True,73.0289544,0,5,2,O
[O]OC(O)C=CC=O,[O]OC(O)C=CC=O,True,True,False,True,117.01878364,0,8,4,O
C=C(C=O)C([O])O,C=C(C=O)C([O])O,True,True,False,True,101.02386902,0,7,3,O
[O]CC1OC1O,[O]CC1OC1O,True,True,False,True,89.02386902,1,6,2,O
O=C[C]1CC(O)=CC1OO,O=C[C]1CC(O)=CC1OO,True,True,False,True,143.034433704,1,10,4,C
O=C[C]1CC(O)=CC1OO,[O]C=C1CC(O)=CC1OO,True,True,False,True,143.034433704,1,10,3,O
O[CH]CO,O[CH]CO,True,True,False,True,61.0289544,0,4,3,C
O=[C]COOC=O,O=[C]COOC=O,True,True,False,True,103.00313357600001,0,7,3,C
CCC([CH]O)C=O,CCC([CH]O)C=O,True,True,False,True,101.060254528,0,7,5,C
CC1([O])CCCO1,CC1([O])CCCO1,True,True,False,True,101.060254528,1,7,1,O
O=C[C]1CC=C(O)C1OO,O=C[C]1CC=C(O)C1OO,True,True,False,True,143.034433704,1,10,4,C
O=C[C]1CC=C(O)C1OO,[O]C=C1CC=C(O)C1OO,True,True,False,True,143.034433704,1,10,3,O
[O]OCC(=O)COO,[O]OCC(=O)COO,True,True,False,True,121.01369826,0,8,5,O
C=C(CO)C(=O)CO[O],C=C(CO)C(=O)CO[O],True,True,False,True,131.034433704,0,9,5,O
CC[CH]OCOO,CC[CH]OCOO,True,True,False,True,105.055169148,0,7,6,C
CC(O)C[O],CC(O)C[O],True,True,False,True,75.044604464,0,5,3,O
CC([O])C(=O)C=O,CC([O])C(=O)C=O,True,True,False,True,101.02386902,0,7,3,O
CC1([O])OOCC1=O,CC1([O])OOCC1=O,True,True,False,True,117.01878364000001,1,8,1,O
O=[C]C(=O)OO,O=[C]C(=O)OO,True,True,False,True,88.98748351200001,0,6,2,C
O=[C]C(=O)OO,[O]C(=C=O)OO,True,True,False,True,88.98748351200001,0,6,2,O
C=C(CO)C[C](C)O,C=C(CO)C[C](C)O,True,True,False,True,115.075904592,0,8,6,C
C=CC(O)(C=O)O[O],C=CC(O)(C=O)O[O],True,True,False,True,117.01878364000001,0,8,4,O
CC1(O[O])COOCC1=O,CC1(O[O])COOCC1=O,True,True,False,True,147.029348324,1,10,2,O
CC1=C(CO[O])OCO1,CC1=C(CO[O])OCO1,True,True,False,True,131.034433704,1,9,3,O
[CH2]C(O)OC,[CH2]C(O)OC,True,True,False,True,75.044604464,0,5,4,C
[CH2]CCOC=O,[CH2]CCOC=O,True,True,False,True,87.044604464,0,6,3,C
[O]OC1C=CC(=O)O1,[O]OC1C=CC(=O)O1,True,True,False,True,115.00313357600001,1,8,1,O
[CH2]C(=C)C(=O)O,[CH2]C(=C)C(=O)O,True,True,False,True,85.0289544,0,6,2,C
O[CH]O,O[CH]O,True,True,False,True,47.013304336,0,3,2,C
CC([O])CO,CC([O])CO,True,True,False,True,75.044604464,0,5,3,O
CCCOCO[O],CCCOCO[O],True,True,False,True,105.055169148,0,7,5,O
[CH2]C=COC(C)=O,[CH2]C=COC(C)=O,True,True,False,True,99.044604464,0,7,3,C
[CH2]C=COC(C)=O,C=C[CH]OC(C)=O,True,True,False,True,99.044604464,0,7,3,C
CC1(C)C[CH]C(=O)OO1,CC1(C)C[CH]C(=O)OO1,True,True,False,True,129.055169148,1,9,2,C
CC1(C)C[CH]C(=O)OO1,CC1(C)CC=C([O])OO1,True,True,False,True,129.055169148,1,9,2,O
O=C[CH]O,O=C[CH]O,True,True,False,True,59.013304336000004,0,4,2,C
O=C[CH]O,[O]C=CO,True,True,False,True,59.013304336000004,0,4,1,O
[O]OC1C=COCO1,[O]OC1C=COCO1,True,True,False,True,117.01878364000001,1,8,1,O
O=[C]CCCO,O=[C]CCCO,True,True,False,True,87.044604464,0,6,4,C
O=C1OOC[C]1COO,O=C1OOC[C]1COO,True,True,False,True,133.01369826,1,9,3,C
O=C1OOC[C]1COO,[O]C1=C(COO)COO1,True,True,False,True,133.01369826,1,9,3,O
C=C[CH]C(=O)OC,C=C[CH]C(=O)OC,True,True,False,True,99.044604464,0,7,3,C
C=C[CH]C(=O)OC,[CH2]C=CC(=O)OC,True,True,False,True,99.044604464,0,7,3,C
C=C[CH]C(=O)OC,C=CC=C([O])OC,True,True,False,True,99.044604464,0,7,3,O
C[C](C=O)C(C)C=O,C[C](C=O)C(C)C=O,True,True,False,True,113.060254528,0,8,5,C
C[C](C=O)C(C)C=O,CC(=C[O])C(C)C=O,True,True,False,True,113.060254528,0,8,4,O
C[CH]OC=O,C[CH]OC=O,True,True,False,True,73.0289544,0,5,2,C
COC(C)O[O],COC(C)O[O],True,True,False,True,91.039519084,0,6,4,O
CC1(OO)COOC[C]1COO,CC1(OO)COOC[C]1COO,True,True,False,True,179.055563072,1,12,6,C
[CH2]C(O)C(C)=O,[CH2]C(O)C(C)=O,True,True,False,True,87.044604464,0,6,4,C
[O]OCC1OCOO1,[O]OCC1OCOO1,True,True,False,True,121.01369826,1,8,2,O
CC1(O[O])CCC(=O)C1,CC1(O[O])CCC(=O)C1,True,True,False,True,129.055169148,1,9,2,O
C=C(CO[O])C(=O)OO,C=C(CO[O])C(=O)OO,True,True,False,True,133.01369826,0,9,4,O
C[CH]C(C=O)CO,C[CH]C(C=O)CO,True,True,False,True,101.060254528,0,7,5,C
[CH2]C1OOC(O)C1=O,[CH2]C1OOC(O)C1=O,True,True,False,True,117.01878364000001,1,8,2,C
C[C]1OCOOC1(C)C,C[C]1OCOOC1(C)C,True,True,False,True,131.070819212,1,9,3,C
O=C1[CH]OOC1=O,O=C1[CH]OOC1=O,True,True,False,True,100.98748351200001,1,7,0,C
O=C1[CH]OOC1=O,[O]C1=COOC1=O,True,True,False,True,100.98748351200001,1,7,0,O
CC1OOCC(O[O])C1(C)C,CC1OOCC(O[O])C1(C)C,True,True,False,True,161.081383896,1,11,4,O
[CH2]C(=CO)C(C)=O,[CH2]C(=CO)C(C)=O,True,True,False,True,99.044604464,0,7,4,C
[CH2]C(=CO)C(C)=O,C=C([CH]O)C(C)=O,True,True,False,True,99.044604464,0,7,4,C
O=C[CH]C1OCOO1,O=C[CH]C1OCOO1,True,True,False,True,117.01878364000001,1,8,2,C
O=C[CH]C1OCOO1,[O]C=CC1OCOO1,True,True,False,True,117.01878364000001,1,8,1,O
CCC1(C)CC(O[O])COO1,CCC1(C)CC(O[O])COO1,True,True,False,True,161.081383896,1,11,4,O
O=C1C[CH]CCO1,O=C1C[CH]CCO1,True,True,False,True,99.044604464,1,7,0,C
CCC([CH]O)OO,CCC([CH]O)OO,True,True,False,True,105.055169148,0,7,6,C
CCO[C]=O,CCO[C]=O,True,True,False,True,73.0289544,0,5,3,C
C[C](C)C1CC(=O)O1,C[C](C)C1CC(=O)O1,True,True,False,True,113.060254528,1,8,3,C
COC=C(C)[C](C)C=O,COC=C(C)[C](C)C=O,True,True,False,True,127.075904592,0,9,6,C
COC=C(C)[C](C)C=O,CO[CH]C(C)=C(C)C=O,True,True,False,True,127.075904592,0,9,6,C
COC=C(C)[C](C)C=O,COC=C(C)C(C)=C[O],True,True,False,True,127.075904592,0,9,5,O
[O]OC(C=O)C=CO,[O]OC(C=O)C=CO,True,True,False,True,117.01878364,0,8,4,O
[O]OC1(C=O)OC1=O,[O]OC1(C=O)OC1=O,True,True,False,True,116.982398132,1,8,2,O
[CH2]C(=C)OC(C)=O,[CH2]C(=C)OC(C)=O,True,True,False,True,99.044604464,0,7,3,C
[O]OC1C=CC(=O)C1O,[O]OC1C=CC(=O)C1O,True,True,False,True,129.01878364,1,9,2,O
C=CC(O[O])C(O)=CO,C=CC(O[O])C(O)=CO,True,True,False,True,131.034433704,0,9,5,O
COC(C)[O],COC(C)[O],True,True,False,True,75.044604464,0,5,3,O
[CH2]C(C)(O)OO,[CH2]C(C)(O)OO,True,True,False,True,91.039519084,0,6,5,C
COCC(C)O[O],COCC(C)O[O],True,True,False,True,105.055169148,0,7,5,O
[CH2]COCO,[CH2]COCO,True,True,False,True,75.044604464,0,5,4,C
CC([O])=O,CC([O])=O,True,True,False,True,59.013304336000004,0,4,1,O
COC[CH]O,COC[CH]O,True,True,False,True,75.044604464,0,5,4,C
CC(O[O])C1OOC1=O,CC(O[O])C1OOC1=O,True,True,False,True,133.01369826,1,9,3,O
C[CH]C(OO)OCOO,C[CH]C(OO)OCOO,True,True,False,True,137.044998388,0,9,8,C
[O]OCCCO,[O]OCCCO,True,True,False,True,91.039519084,0,6,4,O
O=C1CC[CH]CO1,O=C1CC[CH]CO1,True,True,False,True,99.044604464,1,7,0,C
O[CH]C=CO,O[CH]C=CO,True,True,False,True,73.0289544,0,5,3,C
[CH2]C1COC(=O)C1,[CH2]C1COC(=O)C1,True,True,False,True,99.044604464,1,7,1,C
C=C(C=COC(C)=O)O[O],C=C(C=COC(C)=O)O[O],True,True,False,True,143.034433704,0,10,4,O
CC(C=O)C(C)O[O],CC(C=O)C(C)O[O],True,True,False,True,117.055169148,0,8,5,O
[CH2]C(O)=CO,[CH2]C(O)=CO,True,True,False,True,73.0289544,0,5,3,C
[CH2]C(O)=CO,C=C(O)[CH]O,True,True,False,True,73.0289544,0,5,3,C
